0.1 0.02631578947368421
0.1 0.08641975308641975
0.1 0.06329113924050633
0.1 0.03225806451612903
0.1 0.039473684210526314
0.2 0.1267605633802817
0.2 0.12903225806451613
0.2 0.1791044776119403
0.2 0.33962264150943394
0.2 0.5945945945945946
0.3 0.30357142857142855
0.3 0.3384615384615385
0.3 0.41379310344827586
0.3 0.6190476190476191
0.3 0.4714285714285714
0.4 0.7843137254901961
0.4 0.8571428571428571
0.4 0.6078431372549019
0.4 0.7948717948717948
0.4 0.75
0.5 0.7368421052631579
0.5 0.8909090909090909
0.5 0.7735849056603774
0.5 0.9107142857142857
0.5 0.9230769230769231
